motif	num_nodes	erdos_p	num_nodes	mean
6	20000	6	0	318329
7	20000	6	0	203
8	20000	6	0	190
9	20000	6	332015	719712
10	20000	6	0	101
11	20000	6	0	215
12	20000	6	0	676869
13	20000	6	299930	359901
1	20000	6	1016800459	1016809602
2	20000	6	0	71
3	20000	6	286723	610086
4	20000	6	0	21
5	20000	6	0	91
6	20000	6	0	258546
7	20000	6	0	183
8	20000	6	0	155
9	20000	6	355764	719712
10	20000	6	0	91
11	20000	6	0	215
12	20000	6	0	610009
13	20000	6	299930	359901
1	20000	6	1078466654	1078472714
2	20000	6	0	71
3	20000	6	297786	647084
4	20000	6	0	26
5	20000	6	0	97
6	20000	6	0	290856
7	20000	6	0	194
8	20000	6	0	174
9	20000	6	322694	719712
10	20000	6	0	97
11	20000	6	0	215
12	20000	6	0	647002
13	20000	6	299930	359901
1	20000	6	1020153823	1020162799
2	20000	6	0	71
3	20000	6	299423	612098
4	20000	6	0	22
5	20000	6	0	91
6	20000	6	0	260254
7	20000	6	0	183
8	20000	6	0	156
9	20000	6	352106	719712
10	20000	6	0	91
11	20000	6	0	215
12	20000	6	0	612021
13	20000	6	299930	359901
1	20000	6	1017845585	1017854676
2	20000	6	0	71
3	20000	6	299395	610713
4	20000	6	0	21
5	20000	6	0	91
6	20000	6	0	259078
7	20000	6	0	183
8	20000	6	0	155
9	20000	6	354821	719712
10	20000	6	0	91
11	20000	6	0	215
12	20000	6	0	610636
13	20000	6	299930	359901
