motif	num_nodes	erdos_p	num_nodes	mean
8	5000	2	0	0
9	5000	2	18558	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	283
13	5000	2	4998	9994
1	5000	2	388967	393886
2	5000	2	0	2
3	5000	2	345	315
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	2
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	18788	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	315
13	5000	2	4998	9994
1	5000	2	310640	315575
2	5000	2	0	2
3	5000	2	267	252
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	1
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	18991	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	252
13	5000	2	4998	9994
1	5000	2	23795127	23795364
2	5000	2	0	2
3	5000	2	4984	19039
4	5000	2	0	1
5	5000	2	0	3
6	5000	2	0	9067
7	5000	2	0	7
8	5000	2	0	7
9	5000	2	5351	19984
10	5000	2	0	3
11	5000	2	0	7
12	5000	2	0	19034
13	5000	2	4998	9994
1	5000	2	23682980	23683239
2	5000	2	0	2
3	5000	2	4969	18949
4	5000	2	0	1
5	5000	2	0	3
6	5000	2	0	8981
7	5000	2	0	7
8	5000	2	0	7
9	5000	2	5387	19984
10	5000	2	0	3
11	5000	2	0	7
12	5000	2	0	18944
13	5000	2	4998	9994
1	5000	2	21561786	21562470
2	5000	2	0	2
3	5000	2	4952	17252
4	5000	2	0	0
5	5000	2	0	3
6	5000	2	0	7445
7	5000	2	0	6
8	5000	2	0	5
9	5000	2	10203	19984
10	5000	2	0	3
11	5000	2	0	7
12	5000	2	0	17248
13	5000	2	4998	9994
1	5000	2	23049751	23050137
2	5000	2	0	2
3	5000	2	4944	18442
4	5000	2	0	1
5	5000	2	0	3
6	5000	2	0	8508
7	5000	2	0	7
8	5000	2	0	6
9	5000	2	5636	19984
10	5000	2	0	3
11	5000	2	0	7
12	5000	2	0	18438
13	5000	2	4998	9994
1	5000	2	23297555	23297892
2	5000	2	0	2
3	5000	2	4955	18641
4	5000	2	0	1
5	5000	2	0	3
6	5000	2	0	8692
7	5000	2	0	7
8	5000	2	0	6
9	5000	2	5490	19984
10	5000	2	0	3
11	5000	2	0	7
12	5000	2	0	18636
13	5000	2	4998	9994
1	5000	2	15978596	15980397
2	5000	2	0	2
3	5000	2	4790	12786
4	5000	2	0	0
5	5000	2	0	2
6	5000	2	0	4089
7	5000	2	0	5
8	5000	2	0	3
9	5000	2	9017	19984
10	5000	2	0	2
11	5000	2	0	7
12	5000	2	0	12783
13	5000	2	4998	9994
1	5000	3	88028	95505
2	5000	3	0	8
3	5000	3	234	114
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	0
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	44605	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	114
13	5000	3	14992	22484
1	5000	3	87874	95351
2	5000	3	0	8
3	5000	3	247	114
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	0
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	44670	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	114
13	5000	3	14992	22484
1	5000	3	87481	94959
2	5000	3	0	8
3	5000	3	256	113
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	0
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	44610	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	113
13	5000	3	14992	22484
1	5000	3	88456	95933
2	5000	3	0	8
3	5000	3	205	115
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	0
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	44664	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	115
13	5000	3	14992	22484
1	5000	3	84408	91886
2	5000	3	0	8
3	5000	3	232	110
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	0
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	44673	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	110
13	5000	3	14992	22484
1	5000	3	86844	94322
2	5000	3	0	8
3	5000	3	221	113
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	0
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	44678	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	113
13	5000	3	14992	22484
1	5000	3	1038252	1045539
2	5000	3	0	8
3	5000	3	1804	1254
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	17
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	41840	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	1254
13	5000	3	14992	22484
1	5000	3	1194169	1201425
2	5000	3	0	8
3	5000	3	2006	1441
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	23
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	40498	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	1441
13	5000	3	14992	22484
1	5000	3	1545386	1552572
2	5000	3	0	8
3	5000	3	2517	1863
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	38
7	5000	3	0	1
8	5000	3	0	0
9	5000	3	39476	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	1862
13	5000	3	14992	22484
1	5000	3	1205631	1212885
2	5000	3	0	8
3	5000	3	1996	1455
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	23
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	41742	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	1455
13	5000	3	14992	22484
1	5000	3	1165842	1173104
2	5000	3	0	8
3	5000	3	2023	1407
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	22
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	40969	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	1407
13	5000	3	14992	22484
1	5000	3	1198128	1205383
2	5000	3	0	8
3	5000	3	2120	1446
4	5000	3	0	0
5	5000	3	0	0
6	5000	3	0	23
7	5000	3	0	0
8	5000	3	0	0
9	5000	3	40794	44955
10	5000	3	0	0
11	5000	3	0	26
12	5000	3	0	1446
13	5000	3	14992	22484
1	5000	3	27316713	27318744
2	5000	3	0	8
3	5000	3	14804	32786
4	5000	3	0	1
5	5000	3	0	9
6	5000	3	0	11951
7	5000	3	0	19
8	5000	3	0	14
9	5000	3	20934	44955
10	5000	3	0	9
11	5000	3	0	26
12	5000	3	0	32775
13	5000	3	14992	22484
1	5000	3	35272613	35273052
2	5000	3	0	8
3	5000	3	14913	42332
4	5000	3	0	3
5	5000	3	0	12
6	5000	3	0	19925
7	5000	3	0	25
8	5000	3	0	23
9	5000	3	15856	44955
10	5000	3	0	12
11	5000	3	0	26
12	5000	3	0	42319
13	5000	3	14992	22484
1	5000	3	31087386	31088662
2	5000	3	0	8
3	5000	3	14249	37310
4	5000	3	0	2
5	5000	3	0	11
6	5000	3	0	15478
7	5000	3	0	22
8	5000	3	0	18
9	5000	3	17805	44955
10	5000	3	0	11
11	5000	3	0	26
12	5000	3	0	37298
13	5000	3	14992	22484
1	5000	3	24360322	24362944
2	5000	3	0	8
3	5000	3	13426	29238
4	5000	3	0	1
5	5000	3	0	8
6	5000	3	0	9505
7	5000	3	0	17
8	5000	3	0	11
9	5000	3	26146	44955
10	5000	3	0	8
11	5000	3	0	26
12	5000	3	0	29229
13	5000	3	14992	22484
1	5000	3	35974126	35974425
2	5000	3	0	8
3	5000	3	14972	43174
4	5000	3	0	3
5	5000	3	0	12
6	5000	3	0	20725
7	5000	3	0	25
8	5000	3	0	24
9	5000	3	15579	44955
10	5000	3	0	12
11	5000	3	0	26
12	5000	3	0	43160
13	5000	3	14992	22484
1	5000	3	31104019	31105292
2	5000	3	0	8
3	5000	3	14493	37330
4	5000	3	0	2
5	5000	3	0	11
6	5000	3	0	15494
7	5000	3	0	22
8	5000	3	0	18
9	5000	3	17759	44955
10	5000	3	0	11
11	5000	3	0	26
12	5000	3	0	37318
13	5000	3	14992	22484
1	5000	6	357616	372530
2	5000	6	0	71
3	5000	6	2062	894
4	5000	6	0	0
5	5000	6	0	0
6	5000	6	0	2
7	5000	6	0	1
8	5000	6	0	0
9	5000	6	177662	179712
10	5000	6	0	0
11	5000	6	0	215
12	5000	6	0	893
13	5000	6	74930	89901
1	5000	6	347409	362326
2	5000	6	0	71
3	5000	6	2080	869
4	5000	6	0	0
5	5000	6	0	0
6	5000	6	0	2
7	5000	6	0	1
8	5000	6	0	0
9	5000	6	177714	179712
10	5000	6	0	0
11	5000	6	0	215
12	5000	6	0	869
13	5000	6	74930	89901
1	5000	6	349680	364596
2	5000	6	0	71
3	5000	6	2056	875
4	5000	6	0	0
5	5000	6	0	0
6	5000	6	0	2
7	5000	6	0	1
8	5000	6	0	0
9	5000	6	177670	179712
10	5000	6	0	0
11	5000	6	0	215
12	5000	6	0	874
13	5000	6	74930	89901
1	5000	6	349256	364172
2	5000	6	0	71
3	5000	6	2141	874
4	5000	6	0	0
5	5000	6	0	0
6	5000	6	0	2
7	5000	6	0	1
8	5000	6	0	0
9	5000	6	177652	179712
10	5000	6	0	0
11	5000	6	0	215
12	5000	6	0	873
13	5000	6	74930	89901
1	5000	6	350604	365520
2	5000	6	0	71
3	5000	6	2006	877
4	5000	6	0	0
5	5000	6	0	0
6	5000	6	0	2
7	5000	6	0	1
8	5000	6	0	0
9	5000	6	177641	179712
10	5000	6	0	0
11	5000	6	0	215
12	5000	6	0	876
13	5000	6	74930	89901
1	5000	6	353494	368409
2	5000	6	0	71
3	5000	6	2186	884
4	5000	6	0	0
5	5000	6	0	0
6	5000	6	0	2
7	5000	6	0	1
8	5000	6	0	0
9	5000	6	177704	179712
10	5000	6	0	0
11	5000	6	0	215
12	5000	6	0	883
13	5000	6	74930	89901
1	5000	6	6970325	6983917
2	5000	6	0	71
3	5000	6	22961	16761
4	5000	6	0	0
5	5000	6	0	10
6	5000	6	0	781
7	5000	6	0	20
8	5000	6	0	1
9	5000	6	152999	179712
10	5000	6	0	10
11	5000	6	0	215
12	5000	6	0	16753
13	5000	6	74930	89901
1	5000	6	6534512	6548191
2	5000	6	0	71
3	5000	6	21954	15715
4	5000	6	0	0
5	5000	6	0	9
6	5000	6	0	686
7	5000	6	0	18
8	5000	6	0	1
9	5000	6	154749	179712
10	5000	6	0	9
11	5000	6	0	215
12	5000	6	0	15707
13	5000	6	74930	89901
1	5000	6	7206226	7219770
2	5000	6	0	71
3	5000	6	23630	17327
4	5000	6	0	0
5	5000	6	0	10
6	5000	6	0	834
7	5000	6	0	20
8	5000	6	0	2
9	5000	6	153242	179712
10	5000	6	0	10
11	5000	6	0	215
12	5000	6	0	17318
13	5000	6	74930	89901
1	5000	6	6970410	6984002
2	5000	6	0	71
3	5000	6	23124	16761
4	5000	6	0	0
5	5000	6	0	10
6	5000	6	0	781
7	5000	6	0	20
8	5000	6	0	1
9	5000	6	152526	179712
10	5000	6	0	10
11	5000	6	0	215
12	5000	6	0	16753
13	5000	6	74930	89901
1	5000	6	6792436	6806063
2	5000	6	0	71
3	5000	6	23247	16334
4	5000	6	0	0
5	5000	6	0	9
6	5000	6	0	741
7	5000	6	0	19
8	5000	6	0	1
9	5000	6	150871	179712
10	5000	6	0	9
11	5000	6	0	215
12	5000	6	0	16326
13	5000	6	74930	89901
1	5000	6	6565540	6579213
2	5000	6	0	71
3	5000	6	22417	15790
4	5000	6	0	0
5	5000	6	0	9
6	5000	6	0	693
7	5000	6	0	18
8	5000	6	0	1
9	5000	6	152613	179712
10	5000	6	0	9
11	5000	6	0	215
12	5000	6	0	15782
13	5000	6	74930	89901
1	5000	6	61560226	61562897
2	5000	6	0	71
3	5000	6	74418	147751
4	5000	6	0	19
5	5000	6	0	88
6	5000	6	0	60706
7	5000	6	0	177
8	5000	6	0	145
9	5000	6	90451	179712
10	5000	6	0	88
11	5000	6	0	215
12	5000	6	0	147677
13	5000	6	74930	89901
1	5000	6	62066950	62069520
2	5000	6	0	71
3	5000	6	74406	148967
4	5000	6	0	20
5	5000	6	0	89
6	5000	6	0	61710
7	5000	6	0	178
8	5000	6	0	148
9	5000	6	88812	179712
10	5000	6	0	89
11	5000	6	0	215
12	5000	6	0	148892
13	5000	6	74930	89901
1	5000	6	62646009	62648463
2	5000	6	0	71
3	5000	6	74544	150357
4	5000	6	0	21
5	5000	6	0	90
6	5000	6	0	62866
7	5000	6	0	180
8	5000	6	0	150
9	5000	6	87779	179712
10	5000	6	0	90
11	5000	6	0	215
12	5000	6	0	150281
13	5000	6	74930	89901
1	5000	6	72481443	72481930
2	5000	6	0	71
3	5000	6	74825	173957
4	5000	6	0	32
5	5000	6	0	104
6	5000	6	0	84151
7	5000	6	0	208
8	5000	6	0	201
9	5000	6	76594	179712
10	5000	6	0	104
11	5000	6	0	215
12	5000	6	0	173869
13	5000	6	74930	89901
1	5000	6	59241106	59244241
2	5000	6	0	71
3	5000	6	72429	142186
4	5000	6	0	17
5	5000	6	0	85
6	5000	6	0	56220
7	5000	6	0	170
8	5000	6	0	134
9	5000	6	89867	179712
10	5000	6	0	85
11	5000	6	0	215
12	5000	6	0	142115
13	5000	6	74930	89901
1	5000	6	62892822	62895227
2	5000	6	0	71
3	5000	6	74671	150949
4	5000	6	0	21
5	5000	6	0	90
6	5000	6	0	63362
7	5000	6	0	181
8	5000	6	0	152
9	5000	6	89388	179712
10	5000	6	0	90
11	5000	6	0	215
12	5000	6	0	150873
13	5000	6	74930	89901
1	10000	1	19363	24360
2	10000	1	0	0
3	10000	1	0	4
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9966	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	4
13	10000	1	0	4998
1	10000	1	19835	24832
2	10000	1	0	0
3	10000	1	0	4
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9977	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	4
13	10000	1	0	4999
1	10000	1	19037	24034
2	10000	1	0	0
3	10000	1	0	4
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9966	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	4
13	10000	1	0	4998
1	10000	1	19398	24395
2	10000	1	0	0
3	10000	1	0	4
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9974	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	4
13	10000	1	0	4999
1	10000	1	19092	24089
2	10000	1	0	0
3	10000	1	0	4
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9989	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	4
13	10000	1	0	4999
1	10000	1	19613	24610
2	10000	1	0	0
3	10000	1	0	4
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9966	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	4
13	10000	1	0	4999
1	10000	1	80423	85413
2	10000	1	0	0
3	10000	1	0	17
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9814	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	17
13	10000	1	0	4999
1	10000	1	81246	86236
2	10000	1	0	0
3	10000	1	0	17
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9874	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	17
13	10000	1	0	4998
1	10000	1	65404	70396
2	10000	1	0	0
3	10000	1	0	14
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9839	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	14
13	10000	1	0	4998
1	10000	1	62681	67673
2	10000	1	0	0
3	10000	1	0	13
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9936	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	13
13	10000	1	0	4998
1	10000	1	75906	80897
2	10000	1	0	0
3	10000	1	0	16
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9985	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	16
13	10000	1	0	4999
1	10000	1	69321	74313
2	10000	1	0	0
3	10000	1	0	14
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	0
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9783	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	14
13	10000	1	0	4998
1	10000	1	47624049	47624285
2	10000	1	0	0
3	10000	1	0	9525
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	4537
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	239	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	9524
13	10000	1	0	4999
1	10000	1	47293055	47293324
2	10000	1	0	0
3	10000	1	0	9459
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	4475
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9975	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	9458
13	10000	1	0	4999
1	10000	1	47799843	47800061
2	10000	1	0	0
3	10000	1	0	9560
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	4571
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9988	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	9560
13	10000	1	0	4999
1	10000	1	27156457	27158740
2	10000	1	0	0
3	10000	1	0	5432
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	1475
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9991	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	5431
13	10000	1	0	4999
1	10000	1	47653305	47653538
2	10000	1	0	0
3	10000	1	0	9531
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	4543
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	9993	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	9530
13	10000	1	0	4999
1	10000	1	37728979	37730204
2	10000	1	0	0
3	10000	1	0	7546
4	10000	1	0	0
5	10000	1	0	0
6	10000	1	0	2848
7	10000	1	0	0
8	10000	1	0	0
9	10000	1	8889	9997
10	10000	1	0	0
11	10000	1	0	0
12	10000	1	0	7546
13	10000	1	0	4999
1	10000	2	74870	84860
2	10000	2	0	2
3	10000	2	71	33
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	0
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	39869	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	33
13	10000	2	9998	19994
1	10000	2	77510	87499
2	10000	2	0	2
3	10000	2	66	35
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	0
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	39870	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	34
13	10000	2	9998	19994
1	10000	2	79196	89185
2	10000	2	0	2
3	10000	2	66	35
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	0
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	39851	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	35
13	10000	2	9998	19994
1	10000	2	76630	86619
2	10000	2	0	2
3	10000	2	60	34
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	0
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	39881	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	34
13	10000	2	9998	19994
1	10000	2	78116	88105
2	10000	2	0	2
3	10000	2	62	35
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	0
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	39869	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	35
13	10000	2	9998	19994
1	10000	2	77143	87132
2	10000	2	0	2
3	10000	2	51	34
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	0
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	39827	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	34
13	10000	2	9998	19994
1	10000	2	953037	962939
2	10000	2	0	2
3	10000	2	533	385
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	1
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	37879	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	385
13	10000	2	9998	19994
1	10000	2	811928	821844
2	10000	2	0	2
3	10000	2	390	328
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	1
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	39009	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	328
13	10000	2	9998	19994
1	10000	2	1012348	1022244
2	10000	2	0	2
3	10000	2	519	408
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	2
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	37520	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	408
13	10000	2	9998	19994
1	10000	2	966539	976439
2	10000	2	0	2
3	10000	2	523	390
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	1
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	38189	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	390
13	10000	2	9998	19994
1	10000	2	926998	936902
2	10000	2	0	2
3	10000	2	452	374
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	1
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	38083	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	374
13	10000	2	9998	19994
1	10000	2	969799	979699
2	10000	2	0	2
3	10000	2	541	391
4	10000	2	0	0
5	10000	2	0	0
6	10000	2	0	1
7	10000	2	0	0
8	10000	2	0	0
9	10000	2	37964	39984
10	10000	2	0	0
11	10000	2	0	7
12	10000	2	0	391
13	10000	2	9998	19994
1	10000	2	95250808	95251279
2	10000	2	0	2
3	10000	2	9920	38103
4	10000	2	0	1
5	10000	2	0	3
6	10000	2	0	18153
7	10000	2	0	7
8	10000	2	0	7
9	10000	2	10683	39984
10	10000	2	0	3
11	10000	2	0	7
12	10000	2	0	38098
13	10000	2	9998	19994
1	10000	2	93085371	93086059
2	10000	2	0	2
3	10000	2	9772	37237
4	10000	2	0	1
5	10000	2	0	3
6	10000	2	0	17337
7	10000	2	0	7
8	10000	2	0	6
9	10000	2	11006	39984
10	10000	2	0	3
11	10000	2	0	7
12	10000	2	0	37232
13	10000	2	9998	19994
1	10000	2	96579998	96580336
2	10000	2	0	2
3	10000	2	9975	38635
4	10000	2	0	1
5	10000	2	0	3
6	10000	2	0	18663
7	10000	2	0	7
8	10000	2	0	7
9	10000	2	10505	39984
10	10000	2	0	3
11	10000	2	0	7
12	10000	2	0	38630
13	10000	2	9998	19994
1	10000	2	95913639	95914044
2	10000	2	0	2
3	10000	2	9973	38368
4	10000	2	0	1
5	10000	2	0	3
6	10000	2	0	18406
7	10000	2	0	7
8	10000	2	0	7
9	10000	2	10599	39984
10	10000	2	0	3
11	10000	2	0	7
12	10000	2	0	38363
13	10000	2	9998	19994
1	10000	2	93124067	93124751
2	10000	2	0	2
3	10000	2	9940	37252
4	10000	2	0	1
5	10000	2	0	3
6	10000	2	0	17351
7	10000	2	0	7
8	10000	2	0	6
9	10000	2	20259	39984
10	10000	2	0	3
11	10000	2	0	7
12	10000	2	0	37248
13	10000	2	9998	19994
1	10000	2	96934045	96934348
2	10000	2	0	2
3	10000	2	9980	38776
4	10000	2	0	1
5	10000	2	0	3
6	10000	2	0	18800
7	10000	2	0	7
8	10000	2	0	7
9	10000	2	10445	39984
10	10000	2	0	3
11	10000	2	0	7
12	10000	2	0	38771
13	10000	2	9998	19994
1	10000	3	170116	185094
2	10000	3	0	8
3	10000	3	243	111
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	0
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	89535	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	111
13	10000	3	29992	44984
1	10000	3	172485	187463
2	10000	3	0	8
3	10000	3	245	112
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	0
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	89620	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	112
13	10000	3	29992	44984
1	10000	3	170363	185341
2	10000	3	0	8
3	10000	3	233	111
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	0
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	89582	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	111
13	10000	3	29992	44984
1	10000	3	172483	187461
2	10000	3	0	8
3	10000	3	223	112
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	0
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	89603	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	112
13	10000	3	29992	44984
1	10000	3	174497	189475
2	10000	3	0	8
3	10000	3	252	113
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	0
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	89611	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	113
13	10000	3	29992	44984
1	10000	3	179243	194220
2	10000	3	0	8
3	10000	3	266	116
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	0
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	89600	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	116
13	10000	3	29992	44984
1	10000	3	3998096	4012691
2	10000	3	0	8
3	10000	3	3611	2407
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	32
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	82297	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	2407
13	10000	3	29992	44984
1	10000	3	3340896	3355557
2	10000	3	0	8
3	10000	3	3015	2013
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	22
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	81836	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	2013
13	10000	3	29992	44984
1	10000	3	3263070	3277739
2	10000	3	0	8
3	10000	3	3028	1966
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	21
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	82631	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	1966
13	10000	3	29992	44984
1	10000	3	3437875	3452526
2	10000	3	0	8
3	10000	3	3111	2071
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	23
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	83620	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	2071
13	10000	3	29992	44984
1	10000	3	3127876	3142558
2	10000	3	0	8
3	10000	3	2757	1885
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	19
7	10000	3	0	0
8	10000	3	0	0
9	10000	3	83929	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	1885
13	10000	3	29992	44984
1	10000	3	3412205	3426859
2	10000	3	0	8
3	10000	3	3051	2056
4	10000	3	0	0
5	10000	3	0	0
6	10000	3	0	23
7	10000	3	0	0
8	10000	3	0	0
